text,author,reply,retweet,like,date,cleaned_text,label,non_baku
"Dugaan Pelanggaran Pemilu 2024 di Kota Malang, Bawaslu Temukan Penyusup Pemilih di TPS hTetaps://zonamalang.com/malang-raya/dugaan-pelanggaran-pemilu-2024-di-kota-malang-bawaslu-temukan-penyusup-pemilih-di-tps/ lewat 
@zona_malang",Zonamalang.com,0,0,0,2024-02-15T14:06:04.000Z,"Dugaan Pelanggaran Pemilu 2024 di Kota Malang, Bawaslu Temukan Penyusup Pemilih di TPS  lewat",neutral,
"And who is the mastermind ?
hTetaps://rri.go.id/nasional/272023/jumlah-penjabat-kepala-daerah-capai-170-orang-tahun-ini
#Pilpres2024 #Pileg2024 #Pemilu2024",Saelsita,0,0,0,2024-02-15T14:35:45.000Z,And who is the mastermind ?,neutral,
"Memang usaha akan selalu menghasilkan hasil yang mulus Prabowo Gibran 1 Putaran.
-
#FixPrabowoGibran #02SatuPutaran #Prabowo #Gibran #PrabowoGibran #Pemilu2024",Ini Nih Forum,0,0,0,2024-02-15T14:53:43.000Z,Memang usaha akan selalu menghasilkan hasil yang mulus Prabowo Gibran 1 Putaran. -,positive,
"Caleg Sistem Paylater
Yang Penting DP Dulu.
Hehehehe 

#Pilpres2024 #Pemilu2024",Beringin Muda,2,4,6,2024-02-15T14:45:30.000Z,Caleg Sistem Paylater Yang Penting DP Dulu. Hehehehe,negative,
"Selamat terpilihnya Presiden VIORI 2024-2026, melalui Munas di JOGJA yang berjalan Sukses hTetaps://potretbikers.com/2024/02/15/selamat-terpilihnya-presiden-viori-2024-2026-melalui-munas-di-jogja-yang-berjalan-sukses/ 

Bukan hasil Quick Count #Pemilu2024",OtoBeken - Jurnalis,0,0,0,2024-02-15T14:16:24.000Z,"Selamat terpilihnya Presiden VIORI 2024-2026, melalui Munas di JOGJA yang berjalan Sukses    Bukan hasil Quick Count",neutral,
Rano Karno Dirikan Kamar Hitung Pemilu 2024,Gesuri,0,0,0,2024-02-15T14:56:36.000Z,Rano Karno Dirikan Kamar Hitung Pemilu 2024,neutral,
"Bangga banget jd pendukung Ganjar Mahfud mereka punya komitmen kuat buat membangun negeri ini dengan baik 
@KingYudha1
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Radit Gafar,0,0,0,2024-02-15T15:02:50.000Z,Bangga banget jd pendukung Ganjar Mahfud mereka punya komitmen kuat buat membangun negeri ini dengan baik,positive,
"Alhamdulillah Pemilu 2024 berjalan lancar.

#tolakintoleransi #tolakradikalisme  #tolakekstremisme  #kaltarabersatu #toleransi #pancasila #pluralisme #indonesia #pemilu2024 #pemilu #pilpres2024 #demokrasi",Kaltara bersatu,0,0,0,2024-02-15T14:45:49.000Z,Alhamdulillah Pemilu 2024 berjalan lancar.,positive,
"Capek ketawa  seru banget pemilu tahun ini 
#Pemilu2024",nanonano,0,1,1,2024-02-15T14:19:52.000Z,Capek ketawa  seru banget pemilu tahun ini,positive,
Pemilu 2024 banyak cacatnya masihkah rakyat bisa percaya dan menerima hasilnya ???,WeKa,0,0,0,2024-02-15T14:16:17.000Z,Pemilu 2024 banyak cacatnya masihkah rakyat bisa percaya dan menerima hasilnya ???,negative,
"Heboh Kesalahan Input Data Pemilu 2024 di Sirekap, KPU Buka Suara!",Democrazy News,4,10,19,2024-02-15T14:30:00.000Z,"Heboh Kesalahan Input Data Pemilu 2024 di Sirekap, KPU Buka Suara!",neutral,
Polda Sumbar Gelar Pengamanan Selama Tahap Penghitungan Suara Pemilu 2024  POLRES SIJUNJUNG,Polres Sijunjung,0,0,0,2024-02-15T14:37:56.000Z,Polda Sumbar Gelar Pengamanan Selama Tahap Penghitungan Suara Pemilu 2024  POLRES SIJUNJUNG,neutral,
FOTO: Supervisi Daring Rekapitulasi Suara Pemilu 2024 di Kantor KPU,CNN Indonesia,0,0,6,2024-02-15T13:57:44.000Z,FOTO: Supervisi Daring Rekapitulasi Suara Pemilu 2024 di Kantor KPU,neutral,
Saran Dokter agar Kesehatan Petugas KPPS dan Caleg Terjaga usai Pemilu 2024 hTetaps://gaya.tempo.co/read/1834018/saran-dokter-agar-kesehatan-petugas-kpps-dan-caleg-terjaga-usai-pemilu-2024?utm_source=Twitter&utm_medium=dlvr.it #TempoGaya,tempo.co,0,1,1,2024-02-15T14:31:07.000Z,Saran Dokter agar Kesehatan Petugas KPPS dan Caleg Terjaga usai Pemilu 2024,neutral,
"Pasca-Pemilu 2024, Polres Parepare Cek Kesehatan Petugas KPPS Hingga Personel Pengamanan

hTetaps://sulsel.beritabaru.co/pasca-pemilu-2024-polres-parepare-cek-kesehatan-petugas-kpps-hingga-personel-pengamanan/ #Pemilu2024",Beritabaru.co Sulsel,0,0,1,2024-02-15T14:03:29.000Z,"Pasca-Pemilu 2024, Polres Parepare Cek Kesehatan Petugas KPPS Hingga Personel Pengamanan",neutral,
"Sukses selalu buat paket pemenang hati rakyat, Ganjar Mahfud 
@KenzMoria
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Iyan Rabani,0,0,0,2024-02-15T15:10:06.000Z,"Sukses selalu buat paket pemenang hati rakyat, Ganjar Mahfud",positive,
Pemilu 2024 adalah bahan yang asik untk dijadikan judul skripsi tmn2 ilpol,babapuuug,1,0,1,2024-02-15T14:16:17.000Z,Pemilu 2024 adalah bahan yang asik untk dijadikan judul skripsi tmn2 ilpol,positive,
Mari Jadikan Pemilu 2024 Momentum Perkuat Persatuan,LINTAS PAPUA,0,0,0,2024-02-15T14:22:53.000Z,Mari Jadikan Pemilu 2024 Momentum Perkuat Persatuan,neutral,
"300
700800


OSO Murka Merasa Pemilu 2024 Gila hTetaps://youtu.be/OHuCkPOFKqI?si=imdN0UcbfmVwt-0q 
@YouTube
",【公式】ジャカルタライフ,0,0,0,2024-02-15T14:33:45.000Z,300 700800   OSO Murka Merasa Pemilu 2024 Gila,negative,
"diwarnai dengan warna2 curang #Pemilu2024
sungguh jauh dari kemuliaan
tapi mengasong Indonesia Emas",cordova,0,1,3,2024-02-15T14:19:50.000Z,diwarnai dengan warna2 curang   sungguh jauh dari kemuliaan tapi mengasong Indonesia Emas,negative,
#GaleriFoto Potret Distribusi Balik Logistik Pemilu 2024 di Sejumlah Daerah #AdadiKompas,Harian Kompas,0,0,1,2024-02-15T14:11:48.000Z,Potret Distribusi Balik Logistik Pemilu 2024 di Sejumlah Daerah,neutral,
"Ganjar Mahfud adalah pilihan cerdas buat masa depan yang lebih baik 
@KeyNadhy
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Alina Kushina,0,0,0,2024-02-15T15:07:12.000Z,Ganjar Mahfud adalah pilihan cerdas buat masa depan yang lebih baik,positive,
"Pendukung Ganjar Mahfud adalah agen perubahan yang siap membawa Indonesia menuju masa depan yang lebih baik 
@KilicMehme46431
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Firzan dikronpramuja,0,0,0,2024-02-15T15:10:06.000Z,Pendukung Ganjar Mahfud adalah agen perubahan yang siap membawa Indonesia menuju masa depan yang lebih baik,neutral,
#GaleriFoto: Potret Distribusi Balik Logistik Pemilu 2024 di Sejumlah Daerah #AdadiKompas,Kompas Muda,0,0,0,2024-02-15T14:31:02.000Z,: Potret Distribusi Balik Logistik Pemilu 2024 di Sejumlah Daerah,neutral,
"Ini juga bagian dari ""Seni Pertunjukan Pemilu 2024"", jalan ceritanya sudah atur.",Saniscara Pon Sinta,0,0,0,2024-02-15T13:56:56.000Z,"Ini juga bagian dari ""Seni Pertunjukan Pemilu 2024"", jalan ceritanya sudah atur.",positive,
"Link Real Count KPU Hasil Pemilu 2024 hTetaps://5news.co.id/artikel/39186157/link-real-count-kpu-hasil-pemilu-2024
#5news #realcount #KPU #PemiluSerentak2024",5 News,0,1,2,2024-02-15T14:29:56.000Z,Link Real Count KPU Hasil Pemilu 2024,neutral,
"Sepertinya Prabowo Gibran 1 Putaran akan rujuk kembali Prabowo dengan ibu Titiek.
-
#FixPrabowoGibran #02SatuPutaran #Prabowo #Gibran #PrabowoGibran #Pemilu2024",Ini Nih Fakta,0,0,0,2024-02-15T14:50:44.000Z,Sepertinya Prabowo Gibran 1 Putaran akan rujuk kembali Prabowo dengan ibu Titiek. -,neutral,
"Kita bangga punya pemimpin masa depan seperti Pak Ganjar dan Pak Mahfud 
@kepakan87
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Kiara Kirana,0,0,0,2024-02-15T14:59:12.000Z,Kita bangga punya pemimpin masa depan seperti Pak Ganjar dan Pak Mahfud,positive,
"Pendukung setia Ganjar Mahfud siap terus berjuang demi masa depan bangsa ini 
@Ki_Mupeng
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Gema Naufal,0,0,0,2024-02-15T15:14:30.000Z,Pendukung setia Ganjar Mahfud siap terus berjuang demi masa depan bangsa ini,positive,
"Kecurangan yang sistematis,berencana dan masif.
KPU invalid data,sistem ancuran,selamat datang kembali pemilu yang kian 5 tahun makin mundur.

#Pemilu2024",mas,0,0,1,2024-02-15T14:35:08.000Z,"Kecurangan yang sistematis,berencana dan masif. KPU invalid data,sistem ancuran,selamat datang kembali pemilu yang kian 5 tahun makin mundur.",negative,
"Semoga Provinsi-provinsi lain di 11-12 dengan posisi DKI 
@DKIJakarta
 Semangat Tim Kawal #pemilu2024",Dwi Miftach,0,0,0,2024-02-15T14:19:38.000Z,Semoga Provinsi-provinsi lain di 11-12 dengan posisi DKI     Semangat Tim Kawal,positive,
"Menjd pendukung Pak Ganjar dan Pak Mahfud adalah kebanggaan tersendiri buat kita anak muda 
@kiraz74306
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Intan Cahyani,0,0,0,2024-02-15T15:14:37.000Z,Menjd pendukung Pak Ganjar dan Pak Mahfud adalah kebanggaan tersendiri buat kita anak muda,positive,
Pahit nya jadi panitia #Pemilu2024,si pio,0,0,0,2024-02-15T14:56:04.000Z,Pahit nya jadi panitia,negative,
"Ditmbah Sirekap yang terkesan jadi Simarkuplengkap sudah kotor dan brutalnya Pemilu 2024 tv dimulai dari lahirnya anak haram konstirusi
@PDI_Perjuangan",John Trapp,0,0,0,2024-02-15T14:07:37.000Z,Ditmbah Sirekap yang terkesan jadi Simarkuplengkap sudah kotor dan brutalnya Pemilu 2024 tv dimulai dari lahirnya anak haram,negative,konstirusi
Akademisi nilai kinerja penyelenggara kunci legalitas Pemilu 2024,antaranews.com,0,3,3,2024-02-15T15:03:39.000Z,Akademisi nilai kinerja penyelenggara kunci legalitas Pemilu 2024,neutral,
"UPDATE!! 22.10, AYOO ABAAH

#AMINmenang #Pemilu2024",Hana-N,1,0,1,2024-02-15T15:11:10.000Z,"UPDATE!! 22.10, AYOO ABAAH",neutral,
"Tahun Naga Kayu 2024 pembawa keberuntungan_  PASTI GACOR tiap harinya 

buktikan sekarang juga!
hTetaps://heylink.me/ManiakJP77/

#Prabowo #PrabowoGibran #QuickCount #Silent #kpps #300AFK #SIAPASANGKA #uhuy #Pemilu2024 #Nyoblos #Nessie #Saksi",maniakjp_official,0,0,0,2024-02-15T15:02:48.000Z,Tahun Naga Kayu 2024 pembawa keberuntungan  PASTI GACOR tiap harinya   buktikan sekarang juga!,positive,keberuntungan_
wkwk ntar masuk serba serbi pemilu 2024,ken,1,0,1,2024-02-15T14:02:16.000Z,wkwk ntar masuk serba serbi pemilu 2024,neutral,
"Bawaslu: KPU Secara Sah dan Meyakinkan Langgar Administrasi Pemilu 2024 di Taipei hTetaps://5news.co.id/nasional/39188939/bawaslu-kpu-secara-sah-dan-meyakinkan-langgar-administrasi-pemilu-2024-di-taipei
#5news #bawaslu #KPU #PemiluSerentak2024",5 News,0,2,3,2024-02-15T14:37:38.000Z,Bawaslu: KPU Secara Sah dan Meyakinkan Langgar Administrasi Pemilu 2024 di Taipei,neutral,
"Alhamdullilah masih bisa mengikuti  surat pemberitahuan pemungutan suara kepada pemilih.

#1_suara_menentukan_perubahan_indonesia

#pemilu_2024",sarjodi,0,0,0,2024-02-15T15:07:20.000Z,Alhamdullilah masih bisa mengikuti  surat pemberitahuan pemungutan suara kepada pemilih.,neutral,Alhamdullilah
"Ganjar Mahfud, harapan baru bagi Indonesia yang lebih baik 
@ketumbar2609
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Zidan Hasbun,0,0,0,2024-02-15T14:57:43.000Z,"Ganjar Mahfud, harapan baru bagi Indonesia yang lebih baik",neutral,
"Breaking news #malamjumat

Pemenang #Pemilu2024 tingkat provinsi DKI Jakarta diraih 
@PKSejahtera
  
@PKSDKIJakarta",Golambing,0,0,0,2024-02-15T14:07:59.000Z,Breaking news    Pemenang   tingkat provinsi DKI Jakarta diraih,neutral,
"QRT Jawabanmu

Udah Ikut PILPRES Tahun Berapa Aja?

Me: 2004, 2009, 2014, 2019, 2024 

#Pemilu2024  
#Pemilu2024Damai 
#Pemilu2024Kondusif 
#Pemilu2024AmanDamai",CortexCerebri™,0,0,1,2024-02-15T14:28:38.000Z,"QRT Jawabanmu  Udah Ikut PILPRES Tahun Berapa Aja?  Me: 2004, 2009, 2014, 2019, 2024",neutral,
"Hmm, apakah ini saatnya Pak Anies kembali bersiap? 

#AniesBaswedan #Pemilu2024 #Pilpres2024 #Pilkada2024 #PilgubDKI2024 #PilkadaDKI2024 #pinterpolitik #beritapolitik #politikindonesia #politik",Pinterpolitik.com,1,0,1,2024-02-15T15:00:01.000Z,"Hmm, apakah ini saatnya Pak Anies kembali bersiap?",neutral,
"Siapa nih yang kemarin baru pertama kali nyoblos Pemilu?
_
#Fujian #AdhistyZara #Pemilu2024 #Fimela #Fimeladotcom #UnlockingTheLimitless #FMLCN #MSIB",Fimela,0,0,0,2024-02-15T14:00:02.000Z,Siapa nih yang kemarin baru pertama kali nyoblos Pemilu?,negative,
"Catatan Pemilu 2024, Kapolres Kep. Yapen, AKBP Herzoni Saragih Tinjau Pergeseran Logistik KPUd Yapen",LINTAS PAPUA,0,0,0,2024-02-15T14:37:32.000Z,"Catatan Pemilu 2024, Kapolres Kep. Yapen, AKBP Herzoni Saragih Tinjau Pergeseran Logistik KPUd Yapen",neutral,
"Bersama Ganjar Mahfud, kita bisa merasakan kemajuan dan keadilan sejati 
@Ketut_Sw
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Galih Arya,0,0,0,2024-02-15T15:00:15.000Z,"Bersama Ganjar Mahfud, kita bisa merasakan kemajuan dan keadilan sejati",positive,
Timnas AMIN Masih Optimistis Pemilu 2024 Dua Putaran,SINDOnews,0,1,2,2024-02-15T14:20:00.000Z,Timnas AMIN Masih Optimistis Pemilu 2024 Dua Putaran,neutral,
"Pelaksanaan Pemilu 2024 Pada Rutan Perempuan Bandung

Kemenkumham Jabar
R. Andika Dwi Prasetya",Rutan Perempuan Kelas IIA Bandung,0,0,0,2024-02-15T14:22:30.000Z,Pelaksanaan Pemilu 2024 Pada Rutan Perempuan Bandung  Kemenkumham Jabar R. Andika Dwi Prasetya,neutral,
Bey Machmudin: Pemilu 2024 di Jawa Barat Lancar,Fokus Berita Nasional.Com,0,0,0,2024-02-15T13:59:55.000Z,Bey Machmudin: Pemilu 2024 di Jawa Barat Lancar,neutral,
"hTetaps://amzn.to/3OHPrRe
best item sale only for you  #AQUAINDONESIA #AMINmenang #Drachenlord #Drake #LeoReview #Pemilu2024 #AEWDynamite #LAZFCB",razor finance,0,0,2,2024-02-15T14:25:34.000Z,best item sale only for you,positive,
"Pendukung setia Ganjar Mahfud tetap bertahan Meskipun belum menang di pilpres 2024, semangat terus 
@khoerulimam9842
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Panji Gumilang,0,0,0,2024-02-15T14:57:44.000Z,"Pendukung setia Ganjar Mahfud tetap bertahan Meskipun belum menang di pilpres 2024, semangat terus",positive,
"Personel Kodim 1710/Mimika Gelar Patroli Dialogis Sebelum, Selama Dan Sesudah Pemilu 2024",JurnalPatroliNews,0,0,0,2024-02-15T14:26:40.000Z,"Personel Kodim 1710/Mimika Gelar Patroli Dialogis Sebelum, Selama Dan Sesudah Pemilu 2024",neutral,
Bawaslu Temukan Dugaan Intimidasi di Ribuan TPS #Pemilu2024 #AdadiKompas,Harian Kompas,3,3,7,2024-02-15T14:19:50.000Z,Bawaslu Temukan Dugaan Intimidasi di Ribuan TPS,neutral,
Banyak ambil pelajaran dari pemilu 2024 ini,Unamused Patrick,0,1,1,2024-02-15T15:12:05.000Z,Banyak ambil pelajaran dari pemilu 2024 ini,positive,
"Menuju Pemilu 2024, Keterwakilan Perempuan Butuh Ruang dan Pendampingan Parpol",LINTAS PAPUA,0,0,0,2024-02-15T14:32:09.000Z,"Menuju Pemilu 2024, Keterwakilan Perempuan Butuh Ruang dan Pendampingan Parpol",neutral,
Bhabinkamtibmas Desa Cipambuan Monitoring Proses Pencoblosan Pemilu 2024 di Wilayah Desa Cipambuan.,Polsek Babakan Madang Bogor,0,0,0,2024-02-15T14:49:56.000Z,Bhabinkamtibmas Desa Cipambuan Monitoring Proses Pencoblosan Pemilu 2024 di Wilayah Desa Cipambuan.,neutral,
"Pemilu lagi dan kali ini semua kandidatnya ga ada track record jelek

#WAVPeduliDemokrasi #Pemilu2024",Rio DC,0,1,1,2024-02-15T13:56:30.000Z,Pemilu lagi dan kali ini semua kandidatnya ga ada track record jelek,negative,
"mereka punya pengalaman dan kapabilitas yang dibutuhkan buat memimpin negara ini dengan baik 
@khotib91
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Nayla Asla,0,0,0,2024-02-15T15:03:35.000Z,mereka punya pengalaman dan kapabilitas yang dibutuhkan buat memimpin negara ini dengan baik,positive,
"Terimakasih orang hebat
@/Megawati 
@jokowi
 
@ganjarpranowo
 

@PDI_Perjuangan
 
Dari kalian saya banyak belajar tentang
-Proses
-Perjuangan
-Demokrasi
-Konstitusi
-Kemenangan
-Kekalahan

#Pemilu2014 
#Pemilu2019 
#Pemilu2024",Jeck,1,0,0,2024-02-15T14:44:04.000Z,Terimakasih orang hebat @/Megawati               Dari kalian saya banyak belajar tentang -Proses -Perjuangan -Demokrasi -Konstitusi -Kemenangan -Kekalahan,positive,
"hTetaps://heylink.me/bebasbet88/ mantap banget ini link nya kak!! 

#Pemilu2024
#DemokrasiSukses",Natalia,0,0,0,2024-02-15T14:16:53.000Z,mantap banget ini link nya kak!!,positive,
pemilu 2024 curang lebih sadis dari pemilu jakarta 2017,accapayung,0,0,2,2024-02-15T14:39:30.000Z,pemilu 2024 curang lebih sadis dari pemilu jakarta 2017,negative,
"Pemilu 2024 ini TERLALU LAYAK banget JADI SKRIPSI 
ayok para mahasiswa tahun alhir soshum, oktober nanti rilis papernya ",luluuuu,1,0,2,2024-02-15T14:47:05.000Z,"Pemilu 2024 ini TERLALU LAYAK banget JADI SKRIPSI  ayok para mahasiswa tahun alhir soshum, oktober nanti rilis papernya",negative,alhir
"Presiden Jokowi Imbau Segera Lapor ke Bawaslu Jika Memang Ada Kecurangan Pemilu 2024 hTetaps://5news.co.id/nasional/39186267/presiden-jokowi-imbau-segera-lapor-ke-bawaslu-jika-memang-ada-kecurangan-pemilu-2024
#5news #Jokowi #Bawaslu #kecuranganPemilu2024",5 News,0,2,3,2024-02-15T14:31:34.000Z,Presiden Jokowi Imbau Segera Lapor ke Bawaslu Jika Memang Ada Kecurangan Pemilu 2024,neutral,
"Kapolsek Mojoroto Kompol Mukhlason,S.H. libatkan personil Polsek Mojoroto Dalam pengamanan PEMILU 2024 saat tahapan pemungutan suara",Humas Sek Mojoroto,0,0,0,2024-02-15T14:27:52.000Z,"Kapolsek Mojoroto Kompol Mukhlason,S.H. libatkan personil Polsek Mojoroto Dalam pengamanan PEMILU 2024 saat tahapan pemungutan suara",neutral,
"Negara hukum tempuh jalur hukum. 

Jangan teriak teriak, kalo ada kecurangan lapor saja. Ipar saya hakimnya. Mmmmm ndasku etik.

#Pemilu2024 #Pemilu #Curang #PemiluBelumUsai #AMINmenang #GanjarMahfudM3nang #RIPdemokrasi",Surya Maulana,0,0,0,2024-02-15T14:47:10.000Z,"Negara hukum tempuh jalur hukum.   Jangan teriak teriak, kalo ada kecurangan lapor saja. Ipar saya hakimnya. Mmmmm ndasku etik.",negative,
Terlepas benar atau tidaknya dana buat gaji guru tersebut ditahan buat pemilu 2024. Kenapa mesti telat?,Daniel,1,0,0,2024-02-15T14:30:09.000Z,Terlepas benar atau tidaknya dana buat gaji guru tersebut ditahan buat pemilu 2024. Kenapa mesti telat?,negative,
"Pendukung Ganjar Mahfud tetap bersatu dan kuat meski belum menang di pilpres 2024, semangat terus 
@Kholid_671
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Rohaya Sayuti,0,0,0,2024-02-15T15:10:05.000Z,"Pendukung Ganjar Mahfud tetap bersatu dan kuat meski belum menang di pilpres 2024, semangat terus",positive,
"Setiap langkah Ganjar Mahfud membuat kita makin bangga jd pendukungnya 
@KesimogluB52314
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Dewi32Ratni,0,0,0,2024-02-15T14:59:10.000Z,Setiap langkah Ganjar Mahfud membuat kita makin bangga jd pendukungnya,positive,
"Hasil Quick Diketahui, Politikus PKS: Pemilu 2024 sudah Selesai hTetaps://suaranasional.com/2024/02/15/hasil-quick-diketahui-politikus-pks-pemilu-2024-sudah-selesai/",suaranasional,0,1,0,2024-02-15T13:56:22.000Z,"Hasil Quick Diketahui, Politikus PKS: Pemilu 2024 sudah Selesai",neutral,
Setidaknya pernah jadi ujung tombak pemilu #Pemilu2024,Muhammad Raffy,0,0,0,2024-02-15T15:06:51.000Z,Setidaknya pernah jadi ujung tombak pemilu,positive,
"Mengapa harus pilih Ganjar Mahfud? krna mereka punya kompetensi dan dedikasi yang luar biasa 
@kesowoaji
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Mawar54Indah,0,1,1,2024-02-15T15:02:28.000Z,Mengapa harus pilih Ganjar Mahfud? krna mereka punya kompetensi dan dedikasi yang luar biasa,positive,
"Ganjar Mahfud memperjuangkan keadilan sosial dan pemerataan pembangunan, itu yang kita butuhkan 
@kereta279
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Dhia Anggun,0,0,0,2024-02-15T15:09:07.000Z,"Ganjar Mahfud memperjuangkan keadilan sosial dan pemerataan pembangunan, itu yang kita butuhkan",neutral,
Para Tokoh di Sergai Apresiasi Pelaksanaan Pemilu 2024 Aman dan Lancar,IG: @WaspadaOnline,0,0,0,2024-02-15T14:53:48.000Z,Para Tokoh di Sergai Apresiasi Pelaksanaan Pemilu 2024 Aman dan Lancar,neutral,
Pemilu 2024 ternyata pertarungan antara ganjar dan jokowiganjar kalah dengan bansos dan serangan fajar,Salim Putra Family,0,0,0,2024-02-15T14:34:26.000Z,Pemilu 2024 ternyata pertarungan antara ganjar dan jokowiganjar kalah dengan bansos dan serangan fajar,neutral,
"dengan kepemimpinan dari Ganjar Mahfud, masa depan Indonesia pasti lebih cerah 
@kestrgyn
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Safira65Zahira,0,0,0,2024-02-15T15:04:13.000Z,"dengan kepemimpinan dari Ganjar Mahfud, masa depan Indonesia pasti lebih cerah",positive,
"Bersama Ganjar Mahfud, semangat buat membangun negeri ini makin besar 
@kenangpopeye
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Barsa Putra,0,0,0,2024-02-15T14:56:43.000Z,"Bersama Ganjar Mahfud, semangat buat membangun negeri ini makin besar",positive,
"Terjadi di Berbagai TPS di Gresik, Suara Prabowo-Gibran Menggelembung di Aplikasi Sirekap KPU. Sedangkan suara Ganjar umumnya Tidak berubah. #Pemilu2024",Tribun Mataraman,0,0,0,2024-02-15T14:30:56.000Z,"Terjadi di Berbagai TPS di Gresik, Suara Prabowo-Gibran Menggelembung di Aplikasi Sirekap KPU. Sedangkan suara Ganjar umumnya Tidak berubah.",neutral,
"Hasil hitung KPU pada mengunggulkan Prabowo-Gibran dengan angka 56,51 persen atau 22.162.367 suara. Jauh mengungguli Anies-Muhaimin, serta Ganjar Mahfud.

#Pilpres2024 #Pemilu2024 #PrabowoGibran",Rakyat Merdeka,0,0,1,2024-02-15T15:06:38.000Z,"Hasil hitung KPU pada mengunggulkan Prabowo-Gibran dengan angka 56,51 persen atau 22.162.367 suara. Jauh mengungguli Anies-Muhaimin, serta Ganjar Mahfud.",neutral,
"Bangga jd pendukung pak Ganjar Mahfud mereka adalah pemimpin yang berkomitmen buat memajukan bangsa ini 
@kemalke52511645
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Astrid Anindya,0,0,0,2024-02-15T15:12:05.000Z,Bangga jd pendukung pak Ganjar Mahfud mereka adalah pemimpin yang berkomitmen buat memajukan bangsa ini,positive,
"Kita yakin Ganjar Mahfud akan membawa perubahan positif bagi negara ini 
@KesikbasMe58235
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",alexa ramadanti,0,0,0,2024-02-15T14:57:35.000Z,Kita yakin Ganjar Mahfud akan membawa perubahan positif bagi negara ini,positive,
"Bersama-sama kita wujudkan perubahan dengan mendukung Ganjar Mahfud mereka adalah harapan baru bagi bangsa ini @kimdeyoo17 
#Pemilu2024
Ganjar |
RIP Demokrasi
",putri alfi,0,0,0,2024-02-15T15:07:00.000Z,Bersama-sama kita wujudkan perubahan dengan mendukung Ganjar Mahfud mereka adalah harapan baru bagi bangsa ini      Ganjar | RIP Demokrasi,positive,
KRPD Dorong Persatuan Nasional Pasca Pemilu 2024 hTetap://dlvr.it/T2nWLN #Pemilu,LIPUTAN6,0,0,0,2024-02-15T14:11:34.000Z,KRPD Dorong Persatuan Nasional Pasca Pemilu 2024,neutral,
"Pendukung setia Ganjar Mahfud tetap optimis Meskipun gak menang di pilpres 
@khaerul98000650
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Sri Sulastri,0,1,0,2024-02-15T15:09:58.000Z,Pendukung setia Ganjar Mahfud tetap optimis Meskipun gak menang di pilpres,positive,
Pemilu 2024 Astra Motor Papua Berikan Promo Spesial,LINTAS PAPUA,0,0,0,2024-02-15T14:33:37.000Z,Pemilu 2024 Astra Motor Papua Berikan Promo Spesial,neutral,
Kapolsek dan Kanit Samapta Babakan Madang Melaksanakan Kontrol Logistik hasil Penghitungan Suara Pemilu 2024 di PPS Desa Sentul.,Polsek Babakan Madang Bogor,0,0,0,2024-02-15T14:16:48.000Z,Kapolsek dan Kanit Samapta Babakan Madang Melaksanakan Kontrol Logistik hasil Penghitungan Suara Pemilu 2024 di PPS Desa Sentul.,neutral,
Sinergitas TNI-Polri dalam mensukseskan Pemilu 2024,Humas Sek Mojoroto,0,0,0,2024-02-15T14:23:05.000Z,Sinergitas TNI-Polri dalam mensukseskan Pemilu 2024,neutral,
"Prabowo Gibran semakin di depan, yang lain lewattttt  

#prabowosubianto #gibranrakabumingraka #airlanggahartarto #jokowi #golkarprabowo #golkarindonesia #pilpres2024 #pemilu2024",Generasi_Politik,0,0,0,2024-02-15T14:30:40.000Z,"Prabowo Gibran semakin di depan, yang lain lewattttt",neutral,
"Dukungan penuh buat pasangan hebat, Ganjar Mahfud Masa depan Indonesia ada di tangan mereka 
@KentungYohendri
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Fikri Zaenudin,0,0,1,2024-02-15T15:01:47.000Z,"Dukungan penuh buat pasangan hebat, Ganjar Mahfud Masa depan Indonesia ada di tangan mereka",neutral,
"Tim dokumenter Dirty Vote, Bang Long (Rempang), Warga Kampung Bayam. Apakah mereka akan baik2 saja setelah ini?
#Pemilu2024",greenredbwd Aqsa,0,0,0,2024-02-15T14:40:14.000Z,"Tim dokumenter Dirty Vote, Bang Long (Rempang), Warga Kampung Bayam. Apakah mereka akan baik2 saja setelah ini?",negative,
