text,author,reply,retweet,like,date,cleaned_text,non_baku,label,text_length
"Kita dukung Ganjar Mahfud krna mereka adalah pemimpin yang berani mengambil risiko demi kemajuan bangsa ini 
@k93718857
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Gilang Almsyah,0,0,0,2024-02-15T15:56:34.000Z,Kita dukung Ganjar Mahfud krna mereka adalah pemimpin yang berani mengambil risiko demi kemajuan bangsa ini,,negative,19
"Bersama pasangan hebat ini, kita bisa merangkul keberagaman dengan penuh cinta tanpa ada diskriminasi 
@koesnoro1
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Diki Ramdani,0,0,0,2024-02-15T16:10:56.000Z,"Bersama pasangan hebat ini, kita bisa merangkul keberagaman dengan penuh cinta tanpa ada diskriminasi",,positive,18
"Bersama Ganjar Mahfud, kita bisa membangun generasi muda yang cerdas, kreatif, dan siap menghadapi persaingan global 
@Kamileleve62904
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Endah Mentari,0,0,0,2024-02-15T16:00:59.000Z,"Bersama Ganjar Mahfud, kita bisa membangun generasi muda yang cerdas, kreatif, dan siap menghadapi persaingan global",,positive,19
"Imbas Surat Suara Tercoblos di TPS 19 Way Kandis, Bawaslu Panggil Caleg Demokrat dan PKS Besok

hTetaps://lampung.rilis.id/Politika/Berita/Imbas-Surat-Suara-Tercoblos-di-TPS-19-Way-Kandis-Bawaslu-Panggil-Caleg-Demokrat-dan-PKS-Besok-PifbAlB
#Pemilu2024",rilislampung,0,0,0,2024-02-15T15:44:07.000Z,"Imbas Surat Suara Tercoblos di TPS 19 Way Kandis, Bawaslu Panggil Caleg Demokrat dan PKS Besok",,neutral,16
Dari Pemilu 2024 kita belajar,Raden Rauf AM,376,103,438,2024-02-15T15:28:32.000Z,Dari Pemilu 2024 kita belajar,,neutral,5
"Kebersamaan kita sebagai pendukung Ganjar Mahfud adalah bukti klo perubahan nyata bisa terjd jika kita bersatu 
@KreswantoY
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Indah sakila,0,0,0,2024-02-15T16:14:54.000Z,Kebersamaan kita sebagai pendukung Ganjar Mahfud adalah bukti klo perubahan nyata bisa terjd jika kita bersatu,,positive,19
serba-serbi cerita pemilu 2024 kk,a,0,0,0,2024-02-15T15:57:18.000Z,serba-serbi cerita pemilu 2024 kk,,neutral,5
"Bersama-sama dengan rakyat, Ganjar Mahfud siap membangun Indonesia menjd negara yang lebih maju dan sejahtera 
@jupriMd_artwork
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Rafif Alfaiz,0,0,0,2024-02-15T15:33:00.000Z,"Bersama-sama dengan rakyat, Ganjar Mahfud siap membangun Indonesia menjd negara yang lebih maju dan sejahtera",,positive,18
"Real count Pemilu 2024 Resmi KPU
hTetaps://pemilu2024.kpu.go.id",Wiligis Wimantoro,0,1,0,2024-02-15T16:41:47.000Z,Real count Pemilu 2024 Resmi KPU,,neutral,6
"Bangga banget jd pendukung Ganjar Mahfud mereka adalah pemimpin masa depan yang penuh dedikasi dan komitmen 
@krystan_08
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Dewi32Ratni,0,0,0,2024-02-15T16:10:04.000Z,Bangga banget jd pendukung Ganjar Mahfud mereka adalah pemimpin masa depan yang penuh dedikasi dan komitmen,,positive,19
menjaga kewarasan di era pemilu 2024,sekar cantik,0,0,0,2024-02-15T16:15:53.000Z,menjaga kewarasan di era pemilu 2024,,neutral,6
"Sukses atau gaknya dalam pemilu 2024 bukan ukuran keberhasilan dukungan kita kepada Ganjar Mahfud 
@karno_ruslan
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Miko Ariadi,0,0,0,2024-02-15T15:34:00.000Z,Sukses atau gaknya dalam pemilu 2024 bukan ukuran keberhasilan dukungan kita kepada Ganjar Mahfud,dalam,neutral,17
"kalo bapak gue presiden enak kali ya nanti kalo udah abis masa jabatannya yang gantiin gue 
#Pemilu2024",(๑•ૅㅁ•๑),0,0,0,2024-02-15T16:53:05.000Z,kalo bapak gue presiden enak kali ya nanti kalo udah abis masa jabatannya yang gantiin gue,,positive,16
Pemilu 2024 adalah wujud dari kekuatan demokrasi kita Jangan biarkan penundaan mematikan kekuatan itu,Aditya Surya,0,0,0,2024-02-15T16:11:05.000Z,Pemilu 2024 adalah wujud dari kekuatan demokrasi kita Jangan biarkan penundaan mematikan kekuatan itu,,neutral,14
Real count #pemilu2024,Jogokali,0,0,0,2024-02-15T15:50:57.000Z,Real count,,neutral,2
Pangkostrad dan Panglima TNI Tinjau Kesiapan Pasukan Pengamanan Pemilu 2024 di Silang Monas,Kelana lontang_lantung,0,0,0,2024-02-15T15:29:58.000Z,Pangkostrad dan Panglima TNI Tinjau Kesiapan Pasukan Pengamanan Pemilu 2024 di Silang Monas,,neutral,13
Niat amat #Pemilu2024,MasBRO,0,0,4,2024-02-15T16:01:49.000Z,Niat amat,,positive,2
"Ganjar Mahfud, teruslah berjuang Kita ada di belakang kalian, siap mendukung setiap langkah perubahan 
@kurni35250
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Monika Agnesia,0,0,0,2024-02-15T16:18:56.000Z,"Ganjar Mahfud, teruslah berjuang Kita ada di belakang kalian, siap mendukung setiap langkah perubahan",,positive,17
"Bersama-sama dengan tim pendukung setia Ganjar Mahfud, kita yakin masa depan bangsa ini akan lebih cerah 
@KasitiWithlove
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Ratu Dhira,0,0,0,2024-02-15T15:35:11.000Z,"Bersama-sama dengan tim pendukung setia Ganjar Mahfud, kita yakin masa depan bangsa ini akan lebih cerah",,positive,19
"dalam perjuangan ini, kita semua adalah satu tim yang solid buat mendukung Ganjar Mahfud sampai akhir 
@KarlaCrypt84067
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Hasna Ayu,0,0,0,2024-02-15T15:48:03.000Z,"dalam perjuangan ini, kita semua adalah satu tim yang solid buat mendukung Ganjar Mahfud sampai akhir",dalam,positive,19
"Link dan Cara Cek Data Real Count Hasil Pemilu 2024 Versi KPU

Cek di Sini: hTetaps://sakapedia.com/link-dan-cara-cek-data-real-count-hasil-pemilu-2024-versi-kpu/ 

#sakapedia  #NewsUpdate  #NewsUpdates  #BreakingNews  #Pemilu2024  #PemiluBelumUsai  #Pemilu2024AmanDamai  #Pemilu",Sudah Divaksin,0,0,1,2024-02-15T16:40:48.000Z,Link dan Cara Cek Data Real Count Hasil Pemilu 2024 Versi KPU  Cek di Sini:,,neutral,15
"Kita dukung Ganjar Mahfud krna mereka adalah pemimpin yang memiliki empati tinggi terhadap rakyatnya 
@Kadriyekay78254
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",alexa ramadanti,0,0,0,2024-02-15T15:34:01.000Z,Kita dukung Ganjar Mahfud krna mereka adalah pemimpin yang memiliki empati tinggi terhadap rakyatnya,,positive,17
"Pemilu Tevyat
#GenshinImpact #Pemilu2024 #GenshinMemes #genshintwt",Namuhara 03,0,0,0,2024-02-15T15:23:38.000Z,Pemilu Tevyat,,negative,2
Konfrensi Pers Bawaslu Menerima Laporan Pelanggaran Pemilu dari Kordinator Pemantau Pemilu 2024,Persuasi Media,0,0,1,2024-02-15T15:49:29.000Z,Konfrensi Pers Bawaslu Menerima Laporan Pelanggaran Pemilu dari Kordinator Pemantau Pemilu 2024,Konfrensi,neutral,12
"Pemilu 2024 Marak Terjadi Dugaan Pelanggaran, Projo Ganjar Desak KPU Laksanakan Pencoblosan Ulang

#Pemilu2024 #KPU #GanjarMahfud",disway.id,0,0,0,2024-02-15T15:20:00.000Z,"Pemilu 2024 Marak Terjadi Dugaan Pelanggaran, Projo Ganjar Desak KPU Laksanakan Pencoblosan Ulang",,neutral,13
"Dukungan kepada Ganjar Mahfud gak akan pernah pudar Kita bersama-sama mewujudkan impian besar ini 
@kurmanz
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Rohaya Sayuti,0,0,0,2024-02-15T16:14:30.000Z,Dukungan kepada Ganjar Mahfud gak akan pernah pudar Kita bersama-sama mewujudkan impian besar ini,,positive,17
"Njierrr nek jarene dobleh ""trauma aku wes ra meneh meneh gajian e ra cucuk"" -petugas panwas pemilu 2024 wkwkwk",caakkk,0,0,0,2024-02-15T16:32:21.000Z,"Njierrr nek jarene dobleh ""trauma aku wes ra meneh meneh gajian e ra cucuk"" -petugas panwas pemilu 2024 wkwkwk",,negative,19
"Ini ada lagi, sepertinya sirekap belum siap untuk #Pemilu2024 
@KPU_ID",Mintuna,1,0,0,2024-02-15T16:52:37.000Z,"Ini ada lagi, sepertinya sirekap belum siap untuk",,negative,8
Kompilasi meme repetitif pemilu 2024:,Kancut kudanil,0,0,0,2024-02-15T16:38:12.000Z,Kompilasi meme repetitif pemilu 2024:,,neutral,5
"""Mengawal Suara Pemilih"" 

#Pemilu2024 
#kpps 
#prabowo 
#GanjarPranowo 
#aniesbaswedan",#AyoGemilang2024,0,0,0,2024-02-15T16:27:19.000Z,"""Mengawal Suara Pemilih""",,negative,3
"Selalu mendukung Ganjar Mahfud krna mereka adalah pemimpin yang berintegritas dan peduli pada rakyat 
@kucingberbahaya
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Nayla Salsabila,0,0,1,2024-02-15T16:24:00.000Z,Selalu mendukung Ganjar Mahfud krna mereka adalah pemimpin yang berintegritas dan peduli pada rakyat,,positive,17
"Tim pendukung setia Ganjar Mahfud, tetaplah bersama-sama dalam perjuangan yang belum usai ini 
@KatarGulte44784
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Intan Cahyani,0,0,0,2024-02-15T15:46:18.000Z,"Tim pendukung setia Ganjar Mahfud, tetaplah bersama-sama dalam perjuangan yang belum usai ini",dalam,neutral,16
"Selalu mendukung pasangan yang penuh energi dan semangat seperti Ganjar Mahfud 
@kungfumatapanda
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Fahri Raksya,0,0,0,2024-02-15T16:11:31.000Z,Selalu mendukung pasangan yang penuh energi dan semangat seperti Ganjar Mahfud,,positive,14
"Kesalahan Data KPU #0003:
hTetaps://pemilu2024.kpu.go.id/pilpres/hitung-suara/35/3509/350928/3509282007/3509282007024
RIP Demokrasi #Pemilu2024 #DataKPU #KesalahanData",Salim Suharis,0,0,0,2024-02-15T16:36:35.000Z,Kesalahan Data KPU  ,,negative,6
"MARI TONG BERSAMA
Laksanakan pemilu 2024 ini dengan damai",Sebastian Lodu,0,0,0,2024-02-15T15:58:08.000Z,MARI TONG BERSAMA Laksanakan pemilu 2024 ini dengan damai,,neutral,9
"Potret Raline Shah saat Nyoblos di Pemilu 2024, Warganet: Petugas KPPS dapat Rezeki hTetaps://cantika.com/read/1833880/potret-raline-shah-saat-nyoblos-di-pemilu-2024-warganet-petugas-kpps-dapat-rezeki?utm_source=Twitter&utm_medium=dlvr.it #TempoCantika",tempo.co,0,0,4,2024-02-15T15:36:07.000Z,"Potret Raline Shah saat Nyoblos di Pemilu 2024, Warganet: Petugas KPPS dapat Rezeki",,neutral,13
"Komisi Pemilihan Umum (KPU) Kepulauan Seribu mulai melakukan rekapitulasi penghitungan suara Pemilu 2024 di tingkat kecamatan.

#kepulauanseribu #pulauseribu #dkijakarta #SuksesJakartahuntukIndonesia
hTetaps://pulauseribu.jakarta.go.id/post/2024-02-15/kpu-kepulauan-seribu-melakukan-rekapitulasi-penghitungan-suara-pemilu-2024",Kabupaten Kepulauan Seribu,0,0,0,2024-02-15T16:45:29.000Z,Komisi Pemilihan Umum (KPU) Kepulauan Seribu mulai melakukan rekapitulasi penghitungan suara Pemilu 2024 di tingkat kecamatan.,,neutral,16
"#Pemilu2024 #PrabowoGibran2024

Ganjar: ""nies makanlah sikit.""

Anies: ""njar kmrn yang dtng di JIS itu org atw gedebok pisang .""

",SaveUnityDiversity,0,0,1,2024-02-15T16:43:39.000Z,"Ganjar: ""nies makanlah sikit.""  Anies: ""njar kmrn yang dtng di JIS itu org atw gedebok pisang .""",,negative,17
"Bowo bilek: ah sialan, jadi gini mereka nyurangin aku 2019 kemaren
#Pemilu2024",HAJRA,0,0,0,2024-02-15T16:38:56.000Z,"Bowo bilek: ah sialan, jadi gini mereka nyurangin aku 2019 kemaren",,negative,11
"Dukungan gak terbatas buat Ganjar Mahfud, semoga mereka sukses dalam perjuangan mereka 
@kulitpades
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",agung aldianto,0,0,0,2024-02-15T16:09:55.000Z,"Dukungan gak terbatas buat Ganjar Mahfud, semoga mereka sukses dalam perjuangan mereka",dalam,positive,15
"Mengagetkan!
Prabowo Sebut Lembaga Survey Quick Count BOHONG!

#whizid999 #pilpres2024 #Pemilu2024 #fyp #aniesbaswedanforpresident2024",WHIZ ID,0,0,1,2024-02-15T16:24:34.000Z,Mengagetkan! Prabowo Sebut Lembaga Survey Quick Count BOHONG!,,negative,8
"jangan pernah ragu mendukung pemimpin seperti Ganjar Mahfud, krna dia tau apa yang dibutuhkan oleh rakyatnya 
@kangmas_99
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Erlangga Syarif,0,0,0,2024-02-15T15:35:04.000Z,"jangan pernah ragu mendukung pemimpin seperti Ganjar Mahfud, krna dia tau apa yang dibutuhkan oleh rakyatnya",,positive,19
"dengan kepemimpinan yang berintegritas, Ganjar Mahfud siap memimpin bangsa ini ke masa depan yang lebih baik 
@Kanian1099882
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Faldi andreytegar,0,0,0,2024-02-15T15:32:54.000Z,"dengan kepemimpinan yang berintegritas, Ganjar Mahfud siap memimpin bangsa ini ke masa depan yang lebih baik",,positive,19
"03 forever

Even when my voice being a minority was never going to be heard anyways

#Pemilu2024 #GanjarMahfud",Ben(edict) Solo,0,0,0,2024-02-15T16:47:18.000Z,03 forever  Even when my voice being a minority was never going to be heard anyways,,neutral,16
Brutal dan gila pemilu 2024,Ucihaa,1,1,2,2024-02-15T15:39:09.000Z,Brutal dan gila pemilu 2024,,negative,5
"Ganjar Mahfud, kalian adalah pahlawan tanpa tanda jasa teruslah berjuang demi kebaikan bangsa dan negara ini 
@Komtas23998644
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Nadila Helga,0,0,0,2024-02-15T16:16:07.000Z,"Ganjar Mahfud, kalian adalah pahlawan tanpa tanda jasa teruslah berjuang demi kebaikan bangsa dan negara ini",,negative,19
"dengan Ganjar Mahfud, kita punya harapan baru buat mengatasi masalah korupsi dan nepotisme di negara kita 
@JulianneNi3483
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Aryo80Purnoma,0,0,0,2024-02-15T15:35:10.000Z,"dengan Ganjar Mahfud, kita punya harapan baru buat mengatasi masalah korupsi dan nepotisme di negara kita",,negative,19
"usut tuntas semua kecurangan pemilu,mau itu paslon 01,02,03 semuanya harus di usut tuntas harus LUBER JURDIL !!!
#Pemilu2024",c layoVer is out NOW,0,0,0,2024-02-15T16:50:13.000Z,"usut tuntas semua kecurangan pemilu,mau itu paslon 01,02,03 semuanya harus di usut tuntas harus LUBER JURDIL !!!",,negative,17
"Selalu mendukung visi dan misi Ganjar Mahfud Bersama-sama, kita bisa membangun Indonesia yang lebih baik 
@KurnadiRk
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Alexandra Putrawan,0,0,0,2024-02-15T16:15:57.000Z,"Selalu mendukung visi dan misi Ganjar Mahfud Bersama-sama, kita bisa membangun Indonesia yang lebih baik",,positive,18
"Keberanian dan kejujuran adalah modal utama Ganjar Mahfud dalam memimpin Indonesia ke arah yang lebih baik 
@JuriahJutek
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Dimas Aqil,0,0,0,2024-02-15T15:45:32.000Z,Keberanian dan kejujuran adalah modal utama Ganjar Mahfud dalam memimpin Indonesia ke arah yang lebih baik,dalam,positive,19
amin menang pemilu 2024,zaf,1,0,0,2024-02-15T16:22:44.000Z,amin menang pemilu 2024,,positive,4
Kunto Aji Jadi Petugas Linmas saat Pemilu 2024 hTetaps://entertainment.solopos.com/kunto-aji-jadi-petugas-linmas-saat-pemilu-2024-1864358?utm_source=dlvr.it&utm_medium=twitter,Solopos,0,0,1,2024-02-15T15:27:37.000Z,Kunto Aji Jadi Petugas Linmas saat Pemilu 2024,,neutral,8
"Ulama Apresiasi Polda Sumut Ciptakan Rasa Aman dan Nyaman Pemilu 2024 
#PoldaSumut #Polda #Sumut #PemiluDamai2024 #RMOL",REPUBLIK MERDEKA | RMOL.ID,0,0,2,2024-02-15T16:16:34.000Z,Ulama Apresiasi Polda Sumut Ciptakan Rasa Aman dan Nyaman Pemilu 2024,,neutral,11
"Dukungan saya buat Ganjar Mahfud gak tergoyahkan mereka pantas mendapatkan kesempatan memimpin negara ini 
@krisnaloa
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Wafa Kamila,0,0,0,2024-02-15T16:20:41.000Z,Dukungan saya buat Ganjar Mahfud gak tergoyahkan mereka pantas mendapatkan kesempatan memimpin negara ini,,positive,17
"Semangat juang dan dedikasi Ganjar Mahfud patut diacungi jempol Kita bangga jd pendukungnya 
@KANILI46468281
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Azrief hardinata,0,0,0,2024-02-15T15:36:03.000Z,Semangat juang dan dedikasi Ganjar Mahfud patut diacungi jempol Kita bangga jd pendukungnya,,positive,16
"Kita yakin dengan kepemimpinan Pak Ganjar dan Pak Mahfud, Indonesia akan bangkit lebih kuat lg 
@kuncitrusss
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Angga Putrawan,0,0,0,2024-02-15T16:23:57.000Z,"Kita yakin dengan kepemimpinan Pak Ganjar dan Pak Mahfud, Indonesia akan bangkit lebih kuat lg",,positive,19
"Selalu ada harapan baru di setiap langkah perjalanan Ganjar Mahfud menuju kesuksesan 
@karmatiranda
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Ferry Maulana,0,2,1,2024-02-15T15:49:41.000Z,Selalu ada harapan baru di setiap langkah perjalanan Ganjar Mahfud menuju kesuksesan,,neutral,15
"Yang Menang Merayakan, Yang Kalah teriak-teriak Ada Kecurangan. 
#Pemilu2024",Akhlan Hadikusuma,0,0,0,2024-02-15T16:39:48.000Z,"Yang Menang Merayakan, Yang Kalah teriak-teriak Ada Kecurangan.",,negative,8
Tiga Pilar Karangpilang Patroli Wilayah Pasca Pemilu 2024,KODIM TIPE A 0832,0,0,1,2024-02-15T16:35:59.000Z,Tiga Pilar Karangpilang Patroli Wilayah Pasca Pemilu 2024,,neutral,8
"Kita dukung Ganjar Mahfud krna mereka adalah harapan baru buat masa depan Indonesia yang lebih baik 
@katonprawoto
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Ferri Italia,0,0,1,2024-02-15T15:36:21.000Z,Kita dukung Ganjar Mahfud krna mereka adalah harapan baru buat masa depan Indonesia yang lebih baik,,positive,19
"Bersyukur jd bagian dari tim pendukung penuh semangat buat Ganjar Mahfud 
@kuncungg_
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Fahmi Abdilah,0,0,0,2024-02-15T16:08:19.000Z,Bersyukur jd bagian dari tim pendukung penuh semangat buat Ganjar Mahfud,,positive,14
"Kita yakin dengan kepemimpinan Ganjar Mahfud, negara ini akan menjd tempat yang lebih baik buat hidup 
@KapukCep
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",alex herawan,0,0,0,2024-02-15T15:34:49.000Z,"Kita yakin dengan kepemimpinan Ganjar Mahfud, negara ini akan menjd tempat yang lebih baik buat hidup",,positive,19
"Mari bersama-sama mendukung pasangan calon inspiratif ini: Ganjar Mahfud 
@kevinranggaja
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Nabila Fitriana,0,0,0,2024-02-15T14:57:41.000Z,Mari bersama-sama mendukung pasangan calon inspiratif ini: Ganjar Mahfud,,neutral,12
"Biru langit mendominasi TPS

#emildardak #wagubjatim #arumibachsin #pilpres2024 #prabowogibran #nyoblos #tps #pemilu2024",jatimterdepan,0,0,0,2024-02-15T14:42:13.000Z,Biru langit mendominasi TPS,,positive,4
"Pendukungnya banyak, artinya banyak org yang percaya sama kemampuan mereka berdua 
@KhotijahK50676
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Arya Pandu,0,0,0,2024-02-15T15:05:30.000Z,"Pendukungnya banyak, artinya banyak org yang percaya sama kemampuan mereka berdua",,negative,15
"Bangga banget jd pendukung Ganjar Mahfud mereka keren banget, pantas jd pemimpin bangsa kita 
@KilicMehme80866
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Jiva susanrenika,0,0,0,2024-02-15T15:11:47.000Z,"Bangga banget jd pendukung Ganjar Mahfud mereka keren banget, pantas jd pemimpin bangsa kita",,positive,17
"Persatuan adalah pondasi kuat bagi kemajuan, mari jaga dalam pemilu 2024.",Beyza Akasma,0,0,0,2024-02-15T14:54:13.000Z,"Persatuan adalah pondasi kuat bagi kemajuan, mari jaga dalam pemilu 2024.",,positive,11
"Mayor Teddy memang saksi hidup perjuangan Prabowo Gibran 1 Putaran.
-
#FixPrabowoGibran #02SatuPutaran #Prabowo #Gibran #PrabowoGibran #Pemilu2024",Ini Nih Fakta,0,0,1,2024-02-15T14:51:36.000Z,Mayor Teddy memang saksi hidup perjuangan Prabowo Gibran 1 Putaran. -,,neutral,11
"IHSG Februari Dibayangi Pemilu 2024, Cek Daftar Saham Paling Cuan",Bisnis.com,0,0,0,2024-02-15T13:57:11.000Z,"IHSG Februari Dibayangi Pemilu 2024, Cek Daftar Saham Paling Cuan",,neutral,10
"Sejarah Pemilu 2024 : Bapak, Ibu dan Anak dari Partai Hanura Berpotensi Besar Duduk di Kursi DPRD Kabupaten Rembang #Pemilu2024",Muria Suara Merdeka,0,0,0,2024-02-15T15:08:01.000Z,"Sejarah Pemilu 2024 : Bapak, Ibu dan Anak dari Partai Hanura Berpotensi Besar Duduk di Kursi DPRD Kabupaten Rembang",,neutral,19
"dengan keberanian dan ketegasan mereka, kita yakin Indonesia akan makin maju di bawah kepemimpinan mereka 
@khusnul_maad
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Revanza Permana,0,0,0,2024-02-15T15:12:43.000Z,"dengan keberanian dan ketegasan mereka, kita yakin Indonesia akan makin maju di bawah kepemimpinan mereka",,positive,19
"#Repost 
@humaspoldajatim
 

Tidak ada halangan untuk mengamankan Pemilu 2024
.
@divisihumaspolri
.
#humaspolri
#humaspoldajatim
#patroli
#bhabinkamtibmas
#bhabinsa
#pemilu2024
#pemiludamai",PID Polsek NGUNUT,0,0,0,2024-02-15T14:31:48.000Z,Tidak ada halangan untuk mengamankan Pemilu 2024 .   .,,positive,9
"dengan kepemimpinan Ganjar Mahfud, kita yakin akan ada perubahan positif yang dirasakan oleh seluruh rakyat Indonesia 
@King07351561
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Baskara Elnando,0,0,0,2024-02-15T15:12:44.000Z,"dengan kepemimpinan Ganjar Mahfud, kita yakin akan ada perubahan positif yang dirasakan oleh seluruh rakyat Indonesia",,positive,19
Pemerintah Kabupaten Bekasi mulai melakukan penilaian terhadap puluhan dokumentasi video Lomba Tempat Pemungutan Suara (TPS) Unik pada Pemilu 2024.,Humas Pemkab Bekasi,1,0,0,2024-02-15T14:26:35.000Z,Pemerintah Kabupaten Bekasi mulai melakukan penilaian terhadap puluhan dokumentasi video Lomba Tempat Pemungutan Suara (TPS) Unik pada Pemilu 2024.,,neutral,19
"Rutan Kelas I Pondok Bambu Jadi Magnet Dunia, IEVP Saksikan Keindahan Demokrasi Indonesia pada Pemilu 2024",News Pelangi,0,0,0,2024-02-15T14:11:47.000Z,"Rutan Kelas I Pondok Bambu Jadi Magnet Dunia, IEVP Saksikan Keindahan Demokrasi Indonesia pada Pemilu 2024",,neutral,16
Ketua MUI Ajak Legawa Terima Hasil Pemilu 2024: Saatnya Rekonsiliasi,Ardi,0,0,0,2024-02-15T14:03:25.000Z,Ketua MUI Ajak Legawa Terima Hasil Pemilu 2024: Saatnya Rekonsiliasi,,neutral,10
"Pemilihan Umum (Pemilu) 2024 memunculkan sebuah istilah baru yang belakangan banyak didengungkan yakni ""silent majority"" #Prabowo #Gibran #Pilpres #Pemilu #info #terkini 

Selengkapnya:",Kabar DKI,0,0,0,2024-02-15T14:56:15.000Z,"Pemilihan Umum (Pemilu) 2024 memunculkan sebuah istilah baru yang belakangan banyak didengungkan yakni ""silent majority""",,neutral,16
"Paman
Quick Count
Jabar
Aceh
Perubahan
Abah Anies 8aswedan
Cak Imin
#pemilu2024
#Pilpres2024
#HumaniesTPSDay
#AMINAjaDulu
#AminkanIndonesia
#AniesMuhaimin2024",onom,0,0,0,2024-02-15T14:59:03.000Z,Paman Quick Count Jabar Aceh Perubahan Abah Anies 8aswedan Cak Imin,,neutral,11
"Serba serbi pemilu 2024 emang agak laen.
Cape banget liat tweet orang sangat menghibur kepusingan perempuan gila ini",FrssRls,0,0,0,2024-02-15T14:35:38.000Z,Serba serbi pemilu 2024 emang agak laen. Cape banget liat tweet orang sangat menghibur kepusingan perempuan gila ini,,negative,18
"Kapolda Riau Irjen Pol Mohammad Iqbal, S.I.K., M.H, tinjau lokasi TPS pastikan Pemilu 2024 berjalan aman dan kondusif.",Humas Polres Kuansing,0,0,1,2024-02-15T15:14:32.000Z,"Kapolda Riau Irjen Pol Mohammad Iqbal, S.I.K., M.H, tinjau lokasi TPS pastikan Pemilu 2024 berjalan aman dan kondusif.",,neutral,18
"Kita dukung terus perjuangan Ganjar Mahfud yang penuh semangat Walaupun belum berhasil di pilpres 
@khofibarrazaqi
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Kiki Nuryanti,0,0,0,2024-02-15T15:00:10.000Z,Kita dukung terus perjuangan Ganjar Mahfud yang penuh semangat Walaupun belum berhasil di pilpres,,positive,17
Lembaga Studi Kebijakan Publik (LSKP) menilai proses pemungutan suara Pemilu 2024 di Sulsel banyak kekecewaan. Itu disebabkan pelbagai faktor. #LSKP #Pemilu2024 #sulsel,Herald Indonesia,0,0,0,2024-02-15T14:24:48.000Z,Lembaga Studi Kebijakan Publik (LSKP) menilai proses pemungutan suara Pemilu 2024 di Sulsel banyak kekecewaan. Itu disebabkan pelbagai faktor.,,neutral,19
"Paket calon presiden-wakil presiden terbaik adalah Ganjar Mahfud Ayo dukung mereka dengan sepenuh hati 
@kenyoayu
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Wafa Kamila,0,0,0,2024-02-15T15:05:05.000Z,Paket calon presiden-wakil presiden terbaik adalah Ganjar Mahfud Ayo dukung mereka dengan sepenuh hati,,positive,17
Dua anggota Kelompok penyelenggara pemungutan suara (KPPS) Pemilu 2024 meninggal dunia diduga kelelahan usai menyebarkan undangan pemilih untuk menyal.,inilahcom,0,1,0,2024-02-15T13:58:33.000Z,Dua anggota Kelompok penyelenggara pemungutan suara (KPPS) Pemilu 2024 meninggal dunia diduga kelelahan usai menyebarkan undangan pemilih untuk.,menyal.,neutral,19
"Tetap optimis sebagai pendukung Ganjar Mahfud yang gigih Meskipun gak menang di pilpres 
@Khanif26026571
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",Wulan Lestari,0,0,0,2024-02-15T15:03:04.000Z,Tetap optimis sebagai pendukung Ganjar Mahfud yang gigih Meskipun gak menang di pilpres,,positive,16
"Dan gua dengan bangga akan menceritakan tiap kejadian serta di sisi mana gua berada. 
#curang #kecurangan #pemilu2024",Arachnids,0,0,0,2024-02-15T14:19:36.000Z,Dan gua dengan bangga akan menceritakan tiap kejadian serta di sisi mana gua berada.,,positive,14
